Date, Open, High, Low
2017-11-29, 1056.18, 1058.77, 1029.65
2017-11-28, 1073.99, 1080.0, 1054.54
2017-11-27, 1058.57, 1073.04, 1054.77
2017-11-24, 1054.39, 1060.07, 1051.92
2017-11-22, 1051.16, 1055.43, 1047.25
2017-11-21, 1040.04, 1050.39, 1039.14
2017-11-20, 1036.0, 1038.7, 1032.68
2017-11-17, 1049.8, 1051.0, 1033.73
2017-11-16, 1038.75, 1051.76, 1038.0
2017-11-15, 1035.0, 1039.63, 1030.76
2017-11-14, 1037.72, 1042.3, 1029.33
2017-11-13, 1040.8, 1048.74, 1039.26
2017-11-10, 1043.87, 1046.63, 1041.22
2017-11-09, 1048.0, 1050.88, 1035.85
2017-11-07, 1049.65, 1053.41, 1043.0
2017-11-06, 1049.1, 1052.59, 1042.0
2017-11-03, 1042.75, 1050.66, 1037.65
2017-11-02, 1039.99, 1045.52, 1028.66
2017-11-01, 1036.32, 1047.86, 1034.0
2017-10-31, 1033.0, 1041.0, 1026.3
2017-10-30, 1029.16, 1039.83, 1022.33
2017-10-27, 1030.99, 1063.62, 1026.85
2017-10-26, 998.47, 1006.51, 990.47
2017-10-25, 986.27, 994.43, 977.722
2017-10-24, 986.5, 989.26, 977.08
2017-10-23, 1005.18, 1005.79, 983.1
2017-10-20, 1007.05, 1008.65, 1002.27
2017-10-19, 1004.75, 1007.32, 997.3
2017-10-18, 1011.05, 1016.31, 1005.32
2017-10-17, 1007.44, 1014.56, 1006.05
2017-10-16, 1009.63, 1012.0, 1001.52
2017-10-13, 1009.11, 1014.76, 1007.06
2017-10-12, 1003.84, 1011.54, 1001.1
2017-10-11, 989.04, 1007.56, 987.94
2017-10-10, 995.3, 997.47, 981.11
2017-10-09, 995.0, 1000.46, 991.5
2017-10-06, 980.0, 994.26, 978.51
2017-10-05, 972.79, 986.5085, 970.27
2017-10-04, 971.76, 974.4, 965.61
2017-10-03, 967.56, 972.44, 962.705
2017-10-02, 975.65, 977.74, 961.95
2017-09-29, 966.0, 975.81, 966.0
2017-09-28, 956.25, 966.18, 955.55
2017-09-27, 942.74, 965.43, 941.95
2017-09-26, 936.69, 944.08, 935.12
2017-09-25, 939.45, 939.75, 924.5101
2017-09-22, 942.77, 950.0, 940.835
2017-09-21, 948.13, 952.8, 939.38
2017-09-20, 937.73, 950.0, 937.5
2017-09-19, 933.41, 937.94, 926.66
2017-09-18, 935.01, 936.86, 925.4
2017-09-15, 940.09, 941.75, 931.25
2017-09-14, 946.0, 948.03, 938.356
2017-09-13, 945.5, 952.85, 944.74
2017-09-12, 946.92, 948.085, 937.5
2017-09-11, 947.2, 952.68, 941.0
2017-09-08, 949.7, 950.7, 940.01
2017-09-07, 944.25, 950.4965, 937.53
2017-09-06, 943.87, 944.5, 932.68
2017-09-05, 946.86, 951.3854, 935.6
2017-09-01, 957.47, 958.33, 950.28
2017-08-31, 946.3, 957.195, 946.25
2017-08-30, 935.67, 945.86, 934.05
2017-08-29, 919.95, 938.19, 919.31
2017-08-28, 931.88, 934.85, 926.11
2017-08-25, 939.21, 940.73, 930.1
2017-08-24, 943.71, 946.31, 930.74
2017-08-23, 937.0, 945.425, 935.24
2017-08-22, 926.96, 941.9617, 926.17
2017-08-21, 925.77, 928.25, 918.6
2017-08-18, 926.98, 931.02, 923.45
2017-08-17, 942.95, 943.81, 927.64
2017-08-16, 941.25, 949.9, 940.0391
2017-08-15, 941.03, 943.07, 936.64
2017-08-14, 939.07, 941.04, 934.485
2017-08-11, 923.71, 933.36, 921.22
2017-08-10, 935.0, 936.3, 921.7768
2017-08-09, 938.45, 943.76, 933.92
2017-08-08, 944.29, 952.49, 942.48
2017-08-07, 947.52, 948.96, 943.5
2017-08-04, 943.95, 947.54, 939.795
2017-08-03, 949.1, 950.0, 939.44
2017-08-02, 948.37, 949.1, 932.521
2017-08-01, 947.81, 954.49, 944.96
2017-07-31, 960.0, 961.1925, 941.725
2017-07-28, 947.99, 961.79, 945.31
2017-07-27, 969.18, 969.52, 937.06
2017-07-26, 972.78, 973.95, 960.23
2017-07-25, 970.7, 976.73, 963.8
2017-07-24, 994.1, 1006.19, 990.2728
2017-07-21, 989.0, 995.11, 984.17
2017-07-20, 997.0, 998.68, 984.62
2017-07-19, 990.01, 995.6, 987.01
2017-07-18, 973.36, 990.85, 972.04
2017-07-17, 976.32, 983.35, 970.8
2017-07-14, 974.0, 977.54, 970.15
2017-07-13, 970.8, 978.7, 964.8
2017-07-12, 960.86, 969.63, 957.04
2017-07-11, 950.52, 954.89, 945.12
2017-07-10, 941.95, 953.13, 941.95
2017-07-07, 930.985, 944.66, 929.79
2017-07-06, 925.0, 936.14, 919.85
2017-07-05, 924.2, 936.29, 918.6305
2017-07-03, 933.22, 934.24, 915.31
2017-06-30, 943.99, 944.9995, 929.61
2017-06-29, 951.35, 951.66, 929.6
2017-06-28, 950.66, 963.24, 936.16
2017-06-27, 961.6, 967.22, 947.09
2017-06-26, 990.0, 993.99, 970.33
2017-06-23, 975.5, 986.62, 974.46
2017-06-22, 976.87, 980.5, 973.3148
2017-06-21, 970.79, 979.67, 969.16
2017-06-20, 975.31, 980.79, 968.2
2017-06-19, 969.65, 979.3, 968.2
2017-06-16, 957.91, 959.95, 948.7
2017-06-15, 948.02, 960.6775, 940.37
2017-06-14, 975.5, 979.7, 959.5103
2017-06-13, 972.04, 977.91, 962.01
2017-06-12, 958.72, 968.0, 936.795
2017-06-09, 1005.49, 1005.5, 953.37
2017-06-08, 1004.23, 1005.6, 996.62
2017-06-07, 998.82, 1003.91, 995.81
2017-06-06, 1003.31, 1008.61, 994.8
2017-06-05, 997.89, 1007.4, 995.45
2017-06-02, 988.59, 996.48, 987.07
2017-06-01, 990.96, 993.14, 981.29
2017-05-31, 996.21, 999.6, 981.68
2017-05-30, 992.5, 997.62, 991.3601
2017-05-26, 992.0, 996.39, 987.36
2017-05-25, 979.0, 995.78, 977.82
2017-05-24, 975.26, 978.115, 971.6299
2017-05-23, 969.96, 974.51, 964.5
2017-05-22, 957.0, 964.82, 956.56
2017-05-19, 952.82, 959.56, 952.0
2017-05-18, 943.2, 954.18, 941.27
2017-05-17, 959.7, 960.99, 940.06
2017-05-16, 963.55, 965.8955, 960.35
2017-05-15, 955.29, 962.7, 952.82
2017-05-12, 957.85, 957.98, 952.06
2017-05-11, 951.29, 957.99, 948.61
2017-05-10, 956.22, 956.71, 949.84
2017-05-09, 961.33, 962.2, 954.4
2017-05-08, 947.45, 960.99, 947.395
2017-05-05, 956.72, 958.4395, 948.0986
2017-05-04, 950.29, 959.14, 947.37
2017-05-03, 936.05, 950.2, 935.21
2017-05-02, 933.27, 942.985, 931.0
2017-05-01, 924.15, 935.82, 920.8
2017-04-28, 929.0, 935.9, 923.22
2017-04-27, 890.0, 893.3774, 887.18
2017-04-26, 891.39, 892.99, 885.15
2017-04-25, 882.26, 892.25, 879.2801
2017-04-24, 868.44, 879.96, 866.11
2017-04-21, 860.62, 862.44, 857.73
2017-04-20, 859.74, 863.93, 857.5
2017-04-19, 857.385, 860.2, 853.5275
2017-04-18, 852.54, 857.39, 851.25
2017-04-17, 841.38, 855.64, 841.03
2017-04-13, 841.04, 843.73, 837.8503
2017-04-12, 838.46, 843.72, 837.59
2017-04-11, 841.7, 844.63, 834.6
2017-04-10, 841.54, 846.7372, 840.79
2017-04-07, 845.0, 845.88, 837.3
2017-04-06, 849.5, 853.59, 844.0
2017-04-05, 854.71, 860.59, 847.52
2017-04-04, 848.0, 853.0, 847.505
2017-04-03, 848.75, 859.0, 847.5298
2017-03-31, 846.83, 849.56, 845.2445
2017-03-30, 851.98, 852.0, 846.77
2017-03-29, 842.75, 851.585, 841.38
2017-03-28, 839.69, 845.4, 832.265
2017-03-27, 828.09, 841.38, 824.3
2017-03-24, 842.0, 844.0, 829.1
2017-03-23, 841.39, 841.69, 833.0
2017-03-22, 849.48, 855.35, 847.0
2017-03-21, 870.06, 873.47, 847.687
2017-03-20, 869.48, 870.34, 864.665
2017-03-17, 873.68, 874.42, 868.37
2017-03-16, 870.53, 872.71, 867.52
2017-03-15, 867.94, 869.88, 861.295
2017-03-14, 863.75, 867.58, 860.13
2017-03-13, 860.83, 867.13, 860.82
2017-03-10, 862.7, 864.229, 857.61
2017-03-09, 853.69, 860.71, 852.67
2017-03-08, 853.12, 856.93, 851.25
2017-03-07, 847.26, 853.33, 845.52
2017-03-06, 846.86, 848.94, 841.17
2017-03-03, 848.94, 850.82, 844.705
2017-03-02, 856.31, 856.49, 848.72
2017-03-01, 851.38, 858.0, 849.02
2017-02-28, 847.35, 848.83, 841.4422
2017-02-27, 844.95, 850.67, 843.01
2017-02-24, 847.65, 848.36, 842.9601
2017-02-23, 851.08, 852.62, 842.5
2017-02-22, 848.0, 853.79, 846.7101
2017-02-21, 847.99, 852.2, 846.55
2017-02-17, 841.31, 846.94, 839.78
2017-02-16, 838.5, 842.69, 837.26
2017-02-15, 838.81, 841.7725, 836.22
2017-02-14, 839.77, 842.0, 835.83
2017-02-13, 837.7, 841.735, 836.246
2017-02-10, 832.95, 837.15, 830.51
2017-02-09, 831.73, 831.98, 826.5
2017-02-08, 830.53, 834.25, 825.11
2017-02-07, 825.5, 831.92, 823.2926
2017-02-06, 820.92, 822.39, 814.29
2017-02-03, 823.13, 826.13, 819.35
2017-02-02, 815.0, 824.56, 812.051
2017-02-01, 824.0, 824.0, 812.25
2017-01-31, 819.5, 823.07, 813.4
2017-01-30, 837.06, 837.23, 821.03
2017-01-27, 859.0, 867.0, 841.9
2017-01-26, 859.05, 861.0, 850.5201
2017-01-25, 853.55, 858.7936, 849.74
2017-01-24, 846.98, 851.52, 842.28
2017-01-23, 831.61, 845.5428, 828.7
2017-01-20, 829.09, 829.24, 824.6
2017-01-19, 829.0, 832.9999, 823.96
2017-01-18, 829.8, 829.81, 824.08
2017-01-17, 830.0, 830.18, 823.2001
2017-01-13, 831.0, 834.65, 829.52
2017-01-12, 828.38, 830.38, 821.01
2017-01-11, 826.62, 829.9, 821.47
2017-01-10, 827.07, 829.41, 823.14
2017-01-09, 826.37, 830.43, 821.62
2017-01-06, 814.99, 828.96, 811.5
2017-01-05, 807.5, 813.74, 805.92
2017-01-04, 809.89, 813.43, 804.11
2017-01-03, 800.62, 811.435, 796.89
2016-12-30, 803.21, 803.285, 789.62
2016-12-29, 802.33, 805.75, 798.144
2016-12-28, 813.33, 813.33, 802.44
2016-12-27, 808.68, 816.0, 805.8
2016-12-23, 808.01, 810.9696, 805.11
2016-12-22, 809.1, 811.07, 806.03
2016-12-21, 815.72, 815.72, 805.1
2016-12-20, 813.37, 816.49, 811.0
2016-12-19, 809.28, 816.22, 804.5
2016-12-16, 818.31, 819.2, 808.12
2016-12-15, 817.36, 823.0, 812.0
2016-12-14, 815.92, 824.26, 812.78
2016-12-13, 812.39, 824.3, 811.94
2016-12-12, 804.82, 811.35, 804.5311
2016-12-09, 799.3, 809.95, 798.05
2016-12-08, 792.95, 799.0, 787.905
2016-12-07, 779.95, 792.0, 773.53
2016-12-06, 780.19, 785.28, 773.32
2016-12-05, 770.0, 780.0, 766.9686
2016-12-02, 761.9, 770.5, 759.0
2016-12-01, 778.55, 778.6, 753.36
2016-11-30, 789.1, 791.51, 773.145
2016-11-29, 788.38, 796.44, 785.34
2016-11-28, 778.35, 799.74, 778.1
2016-11-25, 782.61, 782.9, 778.19
2016-11-23, 789.52, 789.52, 772.65
2016-11-22, 788.99, 793.77, 783.74
2016-11-21, 778.1, 786.55, 776.3
2016-11-18, 787.17, 791.29, 775.35
2016-11-17, 782.5, 788.9, 779.85
2016-11-16, 781.84, 783.5, 766.33
2016-11-15, 765.47, 780.2376, 765.22
2016-11-14, 771.76, 771.78, 743.59
2016-11-11, 776.81, 777.29, 765.54
2016-11-10, 810.0, 810.06, 768.23
2016-11-09, 801.83, 811.71, 792.035
2016-11-08, 802.03, 816.04, 799.62
2016-11-07, 794.95, 805.0, 792.9
2016-11-04, 771.3, 788.48, 771.0043
2016-11-03, 784.5, 790.0, 778.63
2016-11-02, 806.76, 806.76, 785.0
2016-11-01, 810.87, 813.96, 798.26
2016-10-31, 822.43, 822.63, 808.0
2016-10-28, 829.94, 839.0, 817.0
2016-10-27, 823.01, 826.58, 814.61
2016-10-26, 827.12, 827.71, 816.35
2016-10-25, 838.5, 838.5, 825.3005
2016-10-24, 830.09, 837.94, 829.04
2016-10-21, 820.0, 824.29, 818.31
2016-10-20, 827.56, 828.465, 820.55
2016-10-19, 824.52, 829.81, 823.205
2016-10-18, 814.21, 828.81, 813.33
2016-10-17, 805.99, 813.49, 803.83
2016-10-14, 807.45, 810.09, 802.32
2016-10-13, 806.07, 806.56, 798.62
2016-10-12, 811.96, 814.5, 808.5545
2016-10-11, 814.17, 819.86, 807.37
2016-10-10, 803.93, 817.38, 802.24
2016-10-07, 805.93, 805.94, 796.82
2016-10-06, 804.08, 806.945, 800.51
2016-10-05, 806.0, 808.5, 800.71
2016-10-04, 805.0, 806.5, 799.67
2016-10-03, 802.55, 803.54, 796.23
2016-09-30, 803.6, 808.09, 801.5
2016-09-29, 807.23, 813.91, 800.855
2016-09-28, 804.08, 810.25, 802.7803
2016-09-27, 801.83, 813.49, 801.83
2016-09-26, 809.82, 810.08, 800.45
2016-09-23, 815.14, 817.0, 812.73
2016-09-22, 810.0, 819.06, 807.71
2016-09-21, 801.26, 805.91, 796.03
2016-09-20, 800.0, 802.75, 798.26
2016-09-19, 801.11, 803.99, 793.56
2016-09-16, 799.02, 799.02, 793.62
2016-09-15, 790.01, 803.645, 788.66
2016-09-14, 787.53, 796.33, 787.53
2016-09-13, 794.01, 795.79, 784.33
2016-09-12, 784.52, 800.17, 783.5
2016-09-09, 798.77, 801.75, 788.05
2016-09-08, 805.22, 808.42, 801.0101
2016-09-07, 807.93, 810.6, 803.72
2016-09-06, 798.39, 810.89, 795.43
2016-09-02, 795.27, 797.1, 793.26
2016-09-01, 791.98, 792.89, 786.33
2016-08-31, 789.6, 791.57, 787.2
2016-08-30, 792.88, 798.0, 789.47
2016-08-29, 793.05, 798.52, 790.32
2016-08-26, 792.49, 799.4, 789.4069
2016-08-25, 792.0, 794.72, 787.23
2016-08-24, 796.86, 798.46, 790.76
2016-08-23, 800.48, 801.0, 795.99
2016-08-22, 798.51, 799.3, 794.33
2016-08-19, 799.79, 801.23, 796.88
2016-08-18, 805.36, 808.0, 801.63
2016-08-17, 800.0, 805.63, 796.3
2016-08-16, 803.5, 804.26, 797.0
2016-08-15, 807.21, 811.36, 804.03
2016-08-12, 805.09, 807.19, 803.64
2016-08-11, 810.47, 813.879, 806.0
2016-08-10, 807.05, 810.879, 806.49
2016-08-09, 804.49, 813.33, 804.06
2016-08-08, 806.0, 807.6, 801.69
2016-08-05, 800.11, 807.22, 797.81
2016-08-04, 798.24, 800.2, 793.92
2016-08-03, 796.47, 799.54, 793.02
2016-08-02, 797.33, 802.32, 794.53
2016-08-01, 786.67, 807.49, 785.04
2016-07-29, 797.71, 803.94, 790.0
2016-07-28, 768.84, 768.97, 759.09
2016-07-27, 758.97, 764.45, 755.93
2016-07-26, 757.52, 759.26, 752.7503
2016-07-25, 757.68, 759.8249, 754.07
2016-07-22, 757.32, 759.45, 752.655
2016-07-21, 757.0, 758.15, 751.52
2016-07-20, 754.05, 760.64, 754.05
2016-07-19, 749.87, 756.59, 748.489
2016-07-18, 737.91, 755.1369, 736.51
2016-07-15, 741.0, 741.0, 734.64
2016-07-14, 733.94, 736.14, 730.59
2016-07-13, 735.52, 735.52, 729.02
2016-07-12, 731.92, 735.6, 727.5
2016-07-11, 719.42, 728.9289, 718.865
2016-07-08, 710.56, 717.9, 708.11
2016-07-07, 710.11, 710.17, 700.67
2016-07-06, 699.84, 713.0, 699.0
2016-07-05, 705.01, 708.12, 699.13
2016-07-01, 705.1, 712.53, 703.73
2016-06-30, 697.65, 703.77, 694.9015
2016-06-29, 694.26, 699.5, 692.6834
2016-06-28, 691.37, 692.7399, 684.85
2016-06-27, 682.49, 683.325, 672.66
2016-06-24, 690.17, 705.0, 684.91
2016-06-23, 710.55, 714.88, 700.25
2016-06-22, 714.05, 714.21, 705.88
2016-06-21, 710.05, 715.38, 704.66
2016-06-20, 710.31, 715.87, 705.41
2016-06-17, 721.39, 721.39, 701.12
2016-06-16, 727.96, 730.39, 715.54
2016-06-15, 734.92, 737.15, 731.31
2016-06-14, 729.31, 736.0, 726.5
2016-06-13, 729.82, 739.0, 729.82
2016-06-10, 735.95, 739.64, 730.51
2016-06-09, 737.07, 743.93, 736.5
2016-06-08, 739.5, 743.81, 735.765
2016-06-07, 733.27, 736.71, 730.8
2016-06-06, 738.5, 738.5, 728.29
2016-06-03, 741.49, 741.49, 733.91
2016-06-02, 746.1, 747.3, 737.0
2016-06-01, 748.47, 751.37, 744.34
2016-05-31, 748.76, 753.48, 745.57
2016-05-27, 737.51, 747.91, 737.01
2016-05-26, 736.0, 741.1, 733.0
2016-05-25, 735.0, 739.89, 732.6
2016-05-24, 719.85, 734.2, 719.645
2016-05-23, 719.98, 723.4999, 716.94
2016-05-20, 716.46, 727.7, 715.01
2016-05-19, 718.3, 720.5, 710.305
2016-05-18, 718.5, 725.57, 715.02
2016-05-17, 731.06, 735.85, 718.0
2016-05-16, 724.32, 732.68, 720.0
2016-05-13, 726.62, 731.29, 723.51
2016-05-12, 732.0, 735.37, 724.27
2016-05-11, 740.52, 740.8, 727.9025
2016-05-10, 734.96, 740.0, 731.61
2016-05-09, 726.7, 734.29, 723.5
2016-05-06, 712.2, 725.99, 711.95
2016-05-05, 715.0, 717.55, 709.4501
2016-05-04, 706.77, 715.05, 704.05
2016-05-03, 712.5, 713.37, 707.33
2016-05-02, 711.92, 715.41, 706.36
2016-04-29, 704.12, 712.11, 703.78
2016-04-28, 723.29, 729.26, 703.2
2016-04-27, 725.32, 727.15, 709.08
2016-04-26, 744.42, 745.59, 720.32
2016-04-25, 735.35, 744.88, 735.1
2016-04-22, 743.91, 753.92, 730.37
2016-04-21, 777.31, 781.6799, 771.55
2016-04-20, 779.16, 779.66, 771.27
2016-04-19, 790.5, 790.95, 770.27
2016-04-18, 780.19, 788.55, 777.61
2016-04-15, 775.5, 780.93, 774.9301
2016-04-14, 775.36, 779.61, 773.22
2016-04-13, 770.31, 775.75, 764.5908
2016-04-12, 758.43, 764.92, 751.565
2016-04-11, 765.45, 767.22, 757.34
2016-04-08, 765.87, 767.13, 755.77
2016-04-07, 765.32, 769.36, 757.5
2016-04-06, 757.84, 768.42, 756.3
2016-04-05, 758.13, 762.87, 755.6
2016-04-04, 769.51, 772.44, 761.785
2016-04-01, 757.16, 770.04, 755.2
2016-03-31, 768.34, 769.0842, 758.25
2016-03-30, 768.21, 777.31, 767.58
2016-03-29, 753.68, 767.18, 748.29
2016-03-28, 756.17, 758.3, 752.04
2016-03-24, 751.2, 757.555, 750.5
2016-03-23, 763.35, 765.39, 756.03
2016-03-22, 758.44, 765.0, 757.875
2016-03-21, 753.91, 763.34, 751.27
2016-03-18, 761.63, 762.14, 751.82
2016-03-17, 757.65, 765.34, 757.36
2016-03-16, 749.05, 759.0, 746.5
2016-03-15, 746.02, 753.01, 742.84
2016-03-14, 744.97, 754.26, 743.6625
2016-03-11, 739.95, 744.9, 736.7
2016-03-10, 727.79, 736.54, 723.29
2016-03-09, 715.165, 726.24, 712.66
2016-03-08, 708.39, 722.25, 704.0
2016-03-07, 725.15, 727.21, 705.14
2016-03-04, 734.8, 735.0, 725.62
2016-03-03, 739.48, 741.0, 729.63
2016-03-02, 742.87, 743.121, 733.25
2016-03-01, 721.3, 742.33, 718.64
2016-02-29, 721.0, 730.6, 716.84
2016-02-26, 733.6, 736.16, 721.9392
2016-02-25, 722.93, 729.51, 713.23
2016-02-24, 710.61, 721.22, 702.02
2016-02-23, 726.1, 730.9, 715.67
2016-02-22, 729.51, 734.845, 723.45
2016-02-19, 715.9, 724.03, 713.12
2016-02-18, 733.96, 736.0, 715.55
2016-02-17, 727.0, 733.76, 716.61
2016-02-16, 718.65, 722.8789, 710.18
2016-02-12, 712.21, 716.0, 701.58
2016-02-11, 696.34, 712.315, 691.19
2016-02-10, 711.79, 723.22, 705.39
2016-02-09, 692.95, 720.96, 688.5
2016-02-08, 687.68, 704.52, 682.01
2016-02-05, 725.5, 726.72, 700.14
2016-02-04, 744.59, 745.24, 722.6001
2016-02-03, 786.28, 791.43, 736.26
2016-02-02, 800.5, 810.35, 780.6
2016-02-01, 771.26, 777.59, 761.38
2016-01-29, 748.96, 765.105, 744.2
2016-01-28, 738.19, 751.16, 730.6
2016-01-27, 735.89, 735.89, 713.45
2016-01-26, 735.21, 739.46, 726.97
2016-01-25, 743.84, 752.46, 732.501
2016-01-22, 742.0, 748.56, 740.5
2016-01-21, 720.17, 737.67, 711.11
2016-01-20, 705.9, 726.95, 687.78
2016-01-19, 720.15, 725.35, 709.85
2016-01-15, 709.99, 724.158, 701.51
2016-01-14, 724.44, 739.89, 705.0
2016-01-13, 749.34, 753.0, 716.78
2016-01-12, 740.75, 748.34, 736.43
2016-01-11, 731.95, 735.08, 719.56
2016-01-08, 747.8, 750.12, 728.9201
2016-01-07, 746.49, 755.31, 735.28
2016-01-06, 750.37, 765.73, 748.0
2016-01-05, 764.1, 769.2, 755.65
2016-01-04, 762.2, 762.2, 747.54
2015-12-31, 787.82, 788.33, 777.32
2015-12-30, 793.96, 796.455, 787.2
2015-12-29, 786.99, 798.69, 786.202
2015-12-28, 770.0, 782.815, 767.73
2015-12-24, 768.52, 769.2, 764.39
2015-12-23, 770.69, 771.9, 757.65
2015-12-22, 764.27, 770.34, 761.2
2015-12-21, 763.05, 766.35, 754.15
2015-12-18, 767.23, 774.14, 756.59
2015-12-17, 781.16, 781.59, 769.3
2015-12-16, 766.57, 781.5, 757.045
2015-12-15, 767.79, 774.75, 758.0
2015-12-14, 751.26, 764.15, 736.26
2015-12-11, 749.0, 757.44, 748.65
2015-12-10, 763.59, 766.0655, 755.0
2015-12-09, 771.1, 776.0926, 752.0066
2015-12-08, 764.5, 778.65, 762.52
2015-12-07, 780.06, 781.0, 766.72
2015-12-04, 769.71, 782.42, 765.51
2015-12-03, 780.56, 784.48, 762.45
2015-12-02, 785.25, 793.0475, 776.43
2015-12-01, 766.94, 785.0, 765.95
2015-11-30, 771.87, 775.03, 761.12
2015-11-27, 769.16, 774.0, 767.0001
2015-11-25, 771.69, 773.0, 766.53
2015-11-24, 772.96, 775.99, 758.11
2015-11-23, 777.47, 782.9, 773.51
2015-11-20, 769.3, 779.318, 764.1
2015-11-19, 759.78, 763.23, 757.23
2015-11-18, 749.57, 761.1, 747.39
2015-11-17, 752.47, 754.95, 744.05
2015-11-16, 740.21, 751.71, 734.33
2015-11-13, 754.04, 755.33, 739.47
2015-11-12, 760.18, 765.799, 755.86
2015-11-11, 762.38, 769.08, 759.75
2015-11-10, 753.48, 760.6, 748.41
2015-11-09, 758.52, 763.3, 749.11
2015-11-06, 759.39, 763.022, 755.03
2015-11-05, 758.81, 766.35, 757.47
2015-11-04, 749.9, 759.9, 749.2
2015-11-03, 745.43, 751.698, 741.16
2015-11-02, 737.88, 748.18, 731.45
2015-10-30, 745.56, 746.31, 736.53
2015-10-29, 736.63, 746.79, 735.16
2015-10-28, 733.0, 737.37, 727.27
2015-10-27, 726.57, 735.9642, 724.135
2015-10-26, 720.02, 734.95, 720.02
2015-10-23, 750.06, 752.5, 717.94
2015-10-22, 675.44, 688.0499, 671.7
2015-10-21, 683.21, 684.9, 670.7
2015-10-20, 697.89, 698.0, 673.68
2015-10-19, 694.0, 700.2397, 692.21
2015-10-16, 695.4, 696.22, 689.1
2015-10-15, 685.25, 694.16, 684.39
2015-10-14, 683.73, 690.04, 678.9
